,AltimetriaNorm,AmplitudeNorm,concavoConvNorm,CurvaturaNegativaNorm,CurvaturaPositivaNorm,DeclividadeNorm,GeomIgualA1,GeomIgualA2,GeomIgualA3,GeomIgualA4,GeomIgualA5,GeomIgualA6,GeomIgualA7,GeomIgualA8,OrientacaoEncosta=1,OrientacaoEncosta=2,OrientacaoEncosta=3,OrientacaoEncosta=4,OrientacaoEncosta=5,OrientacaoEncosta=6,OrientacaoEncosta=7,OrientacaoEncosta=8,OrientacaoEncosta=9,UsoSolo=1,UsoSolo=2,UsoSolo=3,UsoSolo=4,UsoSolo=5,positivoDeRisco
26,0.2888086642599278,0.125,0.0011138992596838881,0.9235393864529058,0.09453421693786246,0.18181818181818182,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27,0.36101083032490977,0.0625,0.0008973338925992961,0.9422845691382765,0.07414448387283332,0.18181818181818182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
28,0.1624548736462094,0.25,0.0009337168751073558,0.8600127083286574,0.2160782101225015,0.6363636363636364,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
29,0.631768953068592,0.25,0.0007826816412254403,0.9102204408817635,0.2710907691600468,0.5454545454545454,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
30,0.09025270758122744,0.125,0.009109492626366116,0.8516101971302604,0.11823039323268467,0.5454545454545454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
31,0.0,0.0625,0.0033661790820934327,1.0,0.0702928223690942,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
32,0.10830324909747292,0.0625,0.002968717936564875,0.945032922997996,0.06090439743519401,0.09090909090909091,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33,0.38267148014440433,0.125,0.0025215741491121557,0.8877755511022044,0.25665398267095124,0.36363636363636365,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
34,0.16606498194945848,0.125,0.012234530878396838,0.9338677354709419,0.21047466386598238,0.45454545454545453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35,0.039711191335740074,0.5,1.2600671130406865e-05,0.8061577701002004,0.1547363141887333,0.7272727272727273,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36,0.3971119133574007,0.5,0.033771956669419394,0.940452333242485,0.3788319722877577,0.5454545454545454,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0.5487364620938628,0.25,0.038839586267307054,0.8361814538196393,0.2749524610037087,0.6363636363636364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38,0.3971119133574007,0.125,0.0007117064346155858,0.8188970533707415,0.23928447066028627,0.6363636363636364,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
39,0.2924187725631769,0.5,0.000423684476650377,0.8219597088897795,0.19169061686727693,0.6363636363636364,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40,0.2888086642599278,0.125,0.0041458144056250165,0.8961122244488977,0.2438212834706736,0.36363636363636365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,0.3249097472924188,0.125,0.03546116653538195,0.8937875751503006,0.11121672580924996,0.2727272727272727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
42,0.2527075812274368,0.125,0.002732725382357475,0.8578976134028056,0.2673695024460265,0.5454545454545454,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
43,0.2888086642599278,0.25,0.0030444248227144747,0.9580699861162325,0.09652772425369868,0.36363636363636365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
44,0.036101083032490974,0.5,7.221984346645341e-05,0.7859719438877756,0.0963878290346833,0.7272727272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
45,0.6101083032490975,0.0625,0.02498806536641412,0.9474148296593187,0.15888103688094918,0.36363636363636365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
46,0.631768953068592,0.0625,0.1351245486271726,0.5900372171543086,0.3147888613483323,0.45454545454545453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
47,0.148014440433213,0.125,0.0557316849269326,0.902026274757515,0.3435361085860795,0.5454545454545454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
48,0.2888086642599278,0.125,0.0030590500152476575,0.7607914241282565,0.18783269245312956,0.6363636363636364,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
49,0.4043321299638989,0.0625,0.047285635597119825,0.9187708750941883,0.2734077842810728,0.5454545454545454,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
50,0.10830324909747292,0.25,0.05066405532904493,0.8396793587174348,0.35076044295397557,0.6363636363636364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
51,0.12274368231046931,0.25,3.4681846820443305e-05,0.8509961098517035,0.11775888614224767,0.6363636363636364,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
52,0.36101083032490977,0.5,0.001254666749640241,0.8750604657635271,0.13956608727695485,0.36363636363636365,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
53,0.036101083032490974,0.0625,0.00457275755729834,0.9179158316633267,0.08100971389126563,0.18181818181818182,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
54,0.5018050541516246,0.125,0.02566374931279914,0.8717434869739479,0.2753937972207681,0.5454545454545454,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
55,0.08664259927797834,0.125,0.027015117205569185,0.8781563126252505,0.2649574938571295,0.5454545454545454,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
56,0.21660649819494585,0.125,0.00674459881401854,0.9506705719278558,0.22357413595725717,0.45454545454545453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
57,0.17689530685920576,0.25,0.0013391272429383687,0.8624157405691383,0.2258036553971994,0.5454545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
58,0.16606498194945848,0.125,0.0005326657599600997,0.8853090796953907,0.15114067862963199,0.5454545454545454,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
59,0.09025270758122744,0.125,0.018906909848948925,0.8877755511022044,0.5931558709826665,0.9090909090909091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60,0.3249097472924188,0.125,0.0029157231189628915,0.9475314265010021,0.2899381309510216,0.5454545454545454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
61,0.1588447653429603,0.0625,0.0371503764013445,0.8595812314228457,0.19462927016618745,0.45454545454545453,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
62,0.036101083032490974,0.25,0.0003529939154166162,0.8669036185651303,0.07414448387283332,0.6363636363636364,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
63,0.4259927797833935,0.125,0.02476283738315964,0.935871743486974,0.2181558852184074,0.36363636363636365,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
64,0.37545126353790614,0.0625,0.002615419142416391,0.8348211574509018,0.2504435899869357,0.5454545454545454,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
65,0.21299638989169675,0.0625,0.0023379643813665235,0.9005189866773547,0.14467216363984167,0.36363636363636365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
66,0.2490974729241877,0.125,0.24323398004877603,0.7549384483206413,0.43475629182675696,0.6363636363636364,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
67,0.16967509025270758,0.25,0.004331441863608726,0.9176534888016032,0.09268060484104164,0.45454545454545453,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
68,0.3862815884476534,0.25,0.0013641525729095687,0.8973947895791583,0.07963666785792138,0.45454545454545453,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
69,0.036101083032490974,0.0625,0.0006634432965533472,0.9519038076152304,0.059315587098266655,0.09090909090909091,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
70,0.5054151624548736,0.0625,0.002571256791036318,0.9267105639759519,0.1297528467774583,0.09090909090909091,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
71,0.5379061371841155,0.0625,0.004492318991608995,0.8415115946132264,0.2806898318254817,0.45454545454545453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
72,0.27075812274368233,0.5,0.005899993881037263,0.8816093726012024,0.3404593647448911,0.5454545454545454,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
73,0.21299638989169675,0.0625,0.0020441887516221436,0.9367383415470941,0.13382175139651134,0.2727272727272727,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
74,0.6498194945848376,0.0625,0.1351245486271726,0.9679358717434869,0.07963666785792138,0.09090909090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
75,0.6137184115523465,0.0625,0.0004100618166589641,0.9291214006893788,0.06113667972103879,0.18181818181818182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
76,0.18411552346570398,0.0625,0.0035538690687019034,0.8717434869739479,0.20424706877197457,0.36363636363636365,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
77,0.4404332129963899,0.0625,0.005823211613481215,0.9038076152304609,0.07149646657047655,0.2727272727272727,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
78,0.036101083032490974,0.125,6.454161772437446e-05,0.9599198396793587,0.17965778784000805,0.09090909090909091,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
79,0.1444043321299639,0.0625,0.008771650653173604,0.935871743486974,0.045898966203461365,0.2727272727272727,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
80,0.1552346570397112,0.0625,0.003028337108900922,0.8841319001523046,0.21395979633993167,0.36363636363636365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
81,0.296028880866426,1.0,0.12161086969947218,0.9427426281042084,0.2239163412959566,0.5454545454545454,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
82,0.21660649819494585,0.5,9.333496679098533e-05,0.8638910474068137,0.13593155374214624,0.5454545454545454,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
83,0.30685920577617326,0.125,0.00019891058341364493,0.8936053926092185,0.0,0.6363636363636364,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
84,0.5776173285198556,0.125,0.005899993881037263,0.9070140280561123,0.20487291598391955,0.2727272727272727,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
85,0.4043321299638989,0.25,0.00674459881401854,0.9308089863887776,0.24505380264814436,0.5454545454545454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
86,0.19494584837545126,0.125,0.0033661790820934327,0.8282278843446894,0.3474614048303648,0.5454545454545454,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
87,0.18411552346570398,0.25,0.6351306689520885,0.9465597862284568,0.13384523710664498,0.5454545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
88,0.4981949458483754,0.125,0.047285635597119825,1.0,0.3859315442516523,0.45454545454545453,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
89,0.44765342960288806,0.25,0.006261967423260893,0.7802818752384769,0.1368821240615162,0.7272727272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
90,0.1444043321299639,0.0625,0.016035253076812587,0.9679358717434869,0.29657793549133327,0.36363636363636365,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
91,0.2527075812274368,0.0625,0.004379705001670966,0.8302947358076151,0.38438061373837973,0.45454545454545453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
92,0.07220216606498195,0.0625,0.0015643552261928489,0.9562761887294589,0.0414336821337003,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
93,0.17689530685920576,0.25,0.002846422199739044,0.8977955911823647,0.18873141346078276,0.45454545454545453,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
94,0.18772563176895307,0.25,0.006503283120328927,0.8743086172344688,0.21694126763341187,0.45454545454545453,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
95,0.2888086642599278,0.25,0.002137662814710332,0.8946464357194388,0.4114496710950695,0.5454545454545454,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
96,0.2888086642599278,0.0625,0.0009091465507056512,0.9529726118797596,0.14597195262464058,0.2727272727272727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
97,0.3249097472924188,0.125,0.005779336032503247,0.893119572488978,0.31717362547248573,0.45454545454545453,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
98,0.41155234657039713,0.125,0.0017504131218777643,0.8415654838957917,0.35424586740890235,0.5454545454545454,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
99,0.1263537906137184,0.125,0.09120509211214622,0.8667557336753507,0.2702686024802813,0.45454545454545453,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
100,0.20577617328519857,0.25,0.0030444248227144747,0.9438877755511023,0.2055824325767136,0.45454545454545453,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
101,0.036101083032490974,0.0625,0.00019891058341364493,0.780484045018036,0.22243345161849992,0.36363636363636365,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
102,0.11552346570397112,0.0625,4.8088274435334034e-05,0.7721759308056112,0.1617697830087535,0.7272727272727273,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
103,0.3574007220216607,0.5,0.0009814122123005089,0.8637274549098196,0.36588690956893877,0.36363636363636365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
104,0.19133574007220217,0.25,0.00797311508140164,0.8396793587174348,0.25665398267095124,0.45454545454545453,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
105,0.036101083032490974,0.125,4.8088274435334034e-05,0.9465597862284568,0.18919626919786048,0.09090909090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
106,0.16967509025270758,1.0,0.00036313932000684655,0.9195584150701402,0.047182853346659566,0.45454545454545453,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
107,0.19494584837545126,1.0,0.11823244996754707,0.9296153282244489,0.1419337262496682,0.5454545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
108,0.18772563176895307,0.25,0.0005075162325227145,0.8677354709418837,0.24440218755885218,0.45454545454545453,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
109,0.0,0.25,0.003564909653168502,0.9519038076152304,0.032953103910528365,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
110,0.2527075812274368,0.5,0.0018305337478645568,0.8740337818356713,0.14828896774566663,0.45454545454545453,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
111,0.1444043321299639,0.0625,0.003084644105559147,0.9519038076152304,0.01996197641019101,0.18181818181818182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
112,0.2527075812274368,0.25,0.004161101373150548,0.8363041873186373,0.27764742896587724,0.45454545454545453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
113,0.036101083032490974,0.25,0.0013391272429383687,0.8359071083286573,0.116512760339819,0.5454545454545454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
114,0.2851985559566787,0.25,0.0008323642831496025,0.945032922997996,0.2704707228642311,0.5454545454545454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
115,0.036101083032490974,0.25,0.0026904951357084113,0.8769632287935871,0.09268060484104164,0.45454545454545453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
116,0.22743682310469315,0.5,0.0002290750438579392,0.9160225212344689,0.27706622918949697,0.5454545454545454,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
117,0.09025270758122744,0.0625,0.004942774958117956,0.8951416346292584,0.27071358067438855,0.36363636363636365,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
118,0.2527075812274368,0.125,0.007495358753695581,0.8717434869739479,0.24544380871316315,0.5454545454545454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
119,0.2527075812274368,0.5,0.003741559051931954,0.9331997328096193,0.16581402754319288,0.45454545454545453,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
120,0.2924187725631769,0.5,0.00036313932000684655,0.9556035147094188,0.22357413595725717,0.5454545454545454,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
121,0.18050541516245489,0.5,0.0014658179828855602,0.8877755511022044,0.09474017385398578,0.36363636363636365,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
122,0.2815884476534296,0.5,0.00927841361296237,0.8598339536352706,0.4077946613005832,0.5454545454545454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
123,0.036101083032490974,0.0625,0.000385220495696883,0.9341841577875751,0.027647095686422218,0.09090909090909091,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
124,0.4332129963898917,0.125,0.003788481548584071,0.8952571810180361,0.2393807622497809,0.36363636363636365,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
125,0.1444043321299639,0.125,0.004267091011732935,0.8485481601603206,0.26182270867594265,0.6363636363636364,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
126,0.0,0.0625,0.029267397027978724,0.9679358717434869,0.037594386224548054,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
127,0.21660649819494585,0.0625,0.0026317400111109035,0.944616505747495,0.050730436310629796,0.18181818181818182,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
128,0.2888086642599278,0.125,0.009700716079453008,1.0,0.3531618837295862,0.6363636363636364,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
129,0.33212996389891697,0.0625,0.00201481118932339,0.8206142013627254,0.21007603761497956,0.5454545454545454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
130,0.2888086642599278,0.125,0.0040418630284784545,0.8633789317835672,0.4006653840165253,0.6363636363636364,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
131,0.036101083032490974,0.125,0.0002181061494580522,0.912968794741483,0.04292575378989529,0.18181818181818182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
132,0.4223826714801444,0.125,0.0014356535224412659,0.8692286533707415,0.19462927016618745,0.5454545454545454,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
133,0.036101083032490974,0.25,0.0011138992596838881,0.7547094188376754,0.10146087269540408,0.7272727272727273,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
134,0.18050541516245489,0.125,0.0018305337478645568,0.8665718533707415,0.11977185853529054,0.5454545454545454,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
135,0.4693140794223827,0.0625,0.0005283065072763429,0.9380830626693386,0.2194676722635866,0.18181818181818182,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
136,0.1299638989169675,0.5,0.32431605361497856,0.8350987689619238,0.4061095593741612,0.8181818181818182,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
