AltimetriaNorm,AmplitudeNorm,concavoConvNorm,CurvaturaNegativaNorm,CurvaturaPositivaNorm,DeclividadeNorm,GeomIgualA1,GeomIgualA2,GeomIgualA3,GeomIgualA4,GeomIgualA5,GeomIgualA6,GeomIgualA7,GeomIgualA8,OrientacaoEncosta=1,OrientacaoEncosta=2,OrientacaoEncosta=3,OrientacaoEncosta=4,OrientacaoEncosta=5,OrientacaoEncosta=6,OrientacaoEncosta=7,OrientacaoEncosta=8,OrientacaoEncosta=9,UsoSolo=1,UsoSolo=2,UsoSolo=3,UsoSolo=4,UsoSolo=5,positivoDeRisco
0.054151625,0,0.002803109,0.921843687,0.116226488,0.090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.018050542,0.2,0.001301589,0.834691605,0.197718624,0.545454545,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.180505415,0.066666667,0.000258033,0.928367373,0.052618666,0.454545455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.180505415,0.466666667,0.011249158,0.967935872,0.215323707,0.454545455,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.111913357,0.466666667,0.000470391,0.920507682,0.059315587,0.454545455,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.324909747,0.2,0.021384418,0.876196838,0.218816648,0.363636364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.014440433,0.066666667,0.00018649,0.828563794,0.296577935,0.818181818,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.072202166,0.2,0.000591049,0.885832271,0.074144484,0.545454545,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.144404332,0,0.011570913,0.967935872,0.034680484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.126353791,0,0.00384881,0.886832488,0.16806083,0.272727273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.505415162,0,0.002803109,0.88486063,0.320410091,0.545454545,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.335740072,0.466666667,0.001216276,0.850118842,0.40985423,0.727272727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.400722022,0.066666667,0.000247638,0.820440882,0.420152075,0.636363636,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.288808664,0.066666667,0.001113899,0.923539386,0.094534217,0.181818182,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.36101083,0,0.000897334,0.942284569,0.074144484,0.181818182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.162454874,0.2,0.000933717,0.860012708,0.21607821,0.636363636,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.631768953,0.2,0.000782682,0.910220441,0.271090769,0.545454545,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.090252708,0.066666667,0.009109493,0.851610197,0.118230393,0.545454545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0.003366179,1,0.070292822,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.108303249,0,0.002968718,0.945032923,0.060904397,0.090909091,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.38267148,0.066666667,0.002521574,0.887775551,0.256653983,0.363636364,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.166064982,0.066666667,0.012234531,0.933867735,0.210474664,0.454545455,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.039711191,0.466666667,1.26007E-05,0.80615777,0.154736314,0.727272727,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.397111913,0.466666667,0.033771957,0.940452333,0.378831972,0.545454545,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.548736462,0.2,0.038839586,0.836181454,0.274952461,0.636363636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.397111913,0.066666667,0.000711706,0.818897053,0.239284471,0.636363636,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.292418773,0.466666667,0.000423684,0.821959709,0.191690617,0.636363636,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.288808664,0.066666667,0.004145814,0.896112224,0.243821283,0.363636364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.324909747,0.066666667,0.035461167,0.893787575,0.111216726,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.252707581,0.066666667,0.002732725,0.857897613,0.267369502,0.545454545,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.288808664,0.2,0.003044425,0.958069986,0.096527724,0.363636364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.036101083,0.466666667,7.22198E-05,0.785971944,0.096387829,0.727272727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.610108303,0,0.024988065,0.94741483,0.158881037,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.631768953,0,0.135124549,0.590037217,0.314788861,0.454545455,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0.14801444,0.066666667,0.055731685,0.902026275,0.343536109,0.545454545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.288808664,0.066666667,0.00305905,0.760791424,0.187832692,0.636363636,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.40433213,0,0.047285636,0.918770875,0.273407784,0.545454545,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.108303249,0.2,0.050664055,0.839679359,0.350760443,0.636363636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.122743682,0.2,3.46818E-05,0.85099611,0.117758886,0.636363636,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.36101083,0.466666667,0.001254667,0.875060466,0.139566087,0.363636364,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.036101083,0,0.004572758,0.917915832,0.081009714,0.181818182,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.501805054,0.066666667,0.025663749,0.871743487,0.275393797,0.545454545,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.086642599,0.066666667,0.027015117,0.878156313,0.264957494,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.216606498,0.066666667,0.006744599,0.950670572,0.223574136,0.454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.176895307,0.2,0.001339127,0.862415741,0.225803655,0.545454545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.166064982,0.066666667,0.000532666,0.88530908,0.151140679,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.090252708,0.066666667,0.01890691,0.887775551,0.593155871,0.909090909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.324909747,0.066666667,0.002915723,0.947531427,0.289938131,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.158844765,0,0.037150376,0.859581231,0.19462927,0.454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.036101083,0.2,0.000352994,0.866903619,0.074144484,0.636363636,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.42599278,0.066666667,0.024762837,0.935871743,0.218155885,0.363636364,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.375451264,0,0.002615419,0.834821157,0.25044359,0.545454545,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.21299639,0,0.002337964,0.900518987,0.144672164,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.249097473,0.066666667,0.24323398,0.754938448,0.434756292,0.636363636,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.16967509,0.2,0.004331442,0.917653489,0.092680605,0.454545455,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.386281588,0.2,0.001364153,0.89739479,0.079636668,0.454545455,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.036101083,0,0.000663443,0.951903808,0.059315587,0.090909091,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.505415162,0,0.002571257,0.926710564,0.129752847,0.090909091,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.537906137,0,0.004492319,0.841511595,0.280689832,0.454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.270758123,0.466666667,0.005899994,0.881609373,0.340459365,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.21299639,0,0.002044189,0.936738342,0.133821751,0.272727273,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.649819495,0,0.135124549,0.967935872,0.079636668,0.090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.613718412,0,0.000410062,0.929121401,0.06113668,0.181818182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0.184115523,0,0.003553869,0.871743487,0.204247069,0.363636364,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.440433213,0,0.005823212,0.903807615,0.071496467,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.036101083,0.066666667,6.45416E-05,0.95991984,0.179657788,0.090909091,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.144404332,0,0.008771651,0.935871743,0.045898966,0.272727273,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.155234657,0,0.003028337,0.8841319,0.213959796,0.363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.296028881,1,0.12161087,0.942742628,0.223916341,0.545454545,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.216606498,0.466666667,9.3335E-05,0.863891047,0.135931554,0.545454545,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.306859206,0.066666667,0.000198911,0.893605393,0,0.636363636,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.577617329,0.066666667,0.005899994,0.907014028,0.204872916,0.272727273,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.40433213,0.2,0.006744599,0.930808986,0.245053803,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.194945848,0.066666667,0.003366179,0.828227884,0.347461405,0.545454545,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.184115523,0.2,0.635130669,0.946559786,0.133845237,0.545454545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.498194946,0.066666667,0.047285636,1,0.385931544,0.454545455,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.44765343,0.2,0.006261967,0.780281875,0.136882124,0.727272727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.144404332,0,0.016035253,0.967935872,0.296577935,0.363636364,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.252707581,0,0.004379705,0.830294736,0.384380614,0.454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.072202166,0,0.001564355,0.956276189,0.041433682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.176895307,0.2,0.002846422,0.897795591,0.188731413,0.454545455,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.187725632,0.2,0.006503283,0.874308617,0.216941268,0.454545455,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.288808664,0.2,0.002137663,0.894646436,0.411449671,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.288808664,0,0.000909147,0.952972612,0.145971953,0.272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.324909747,0.066666667,0.005779336,0.893119572,0.317173625,0.454545455,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.411552347,0.066666667,0.001750413,0.841565484,0.354245867,0.545454545,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.126353791,0.066666667,0.091205092,0.866755734,0.270268602,0.454545455,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.205776173,0.2,0.003044425,0.943887776,0.205582433,0.454545455,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.036101083,0,0.000198911,0.780484045,0.222433452,0.363636364,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.115523466,0,4.80883E-05,0.772175931,0.161769783,0.727272727,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.357400722,0.466666667,0.000981412,0.863727455,0.36588691,0.363636364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.19133574,0.2,0.007973115,0.839679359,0.256653983,0.454545455,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.036101083,0.066666667,4.80883E-05,0.946559786,0.189196269,0.090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.16967509,1,0.000363139,0.919558415,0.047182853,0.454545455,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.194945848,1,0.11823245,0.929615328,0.141933726,0.545454545,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.187725632,0.2,0.000507516,0.867735471,0.244402188,0.454545455,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0.2,0.00356491,0.951903808,0.032953104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.252707581,0.466666667,0.001830534,0.874033782,0.148288968,0.454545455,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.144404332,0,0.003084644,0.951903808,0.019961976,0.181818182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.252707581,0.2,0.004161101,0.836304187,0.277647429,0.454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.036101083,0.2,0.001339127,0.835907108,0.11651276,0.545454545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.285198556,0.2,0.000832364,0.945032923,0.270470723,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.036101083,0.2,0.002690495,0.876963229,0.092680605,0.454545455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.227436823,0.466666667,0.000229075,0.916022521,0.277066229,0.545454545,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.090252708,0,0.004942775,0.895141635,0.270713581,0.363636364,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.252707581,0.066666667,0.007495359,0.871743487,0.245443809,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.252707581,0.466666667,0.003741559,0.933199733,0.165814028,0.454545455,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.292418773,0.466666667,0.000363139,0.955603515,0.223574136,0.545454545,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.180505415,0.466666667,0.001465818,0.887775551,0.094740174,0.363636364,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.281588448,0.466666667,0.009278414,0.859833954,0.407794661,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.036101083,0,0.00038522,0.934184158,0.027647096,0.090909091,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.433212996,0.066666667,0.003788482,0.895257181,0.239380762,0.363636364,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.144404332,0.066666667,0.004267091,0.84854816,0.261822709,0.636363636,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0.029267397,0.967935872,0.037594386,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.216606498,0,0.00263174,0.944616506,0.050730436,0.181818182,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.288808664,0.066666667,0.009700716,1,0.353161884,0.636363636,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.332129964,0,0.002014811,0.820614201,0.210076038,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.288808664,0.066666667,0.004041863,0.863378932,0.400665384,0.636363636,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.036101083,0.066666667,0.000218106,0.912968795,0.042925754,0.181818182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.422382671,0.066666667,0.001435654,0.869228653,0.19462927,0.545454545,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.036101083,0.2,0.001113899,0.754709419,0.101460873,0.727272727,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.180505415,0.066666667,0.001830534,0.866571853,0.119771859,0.545454545,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.469314079,0,0.000528307,0.938083063,0.219467672,0.181818182,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.129963899,0.466666667,0.324316054,0.835098769,0.406109559,0.818181818,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.158844765,0,0.000926209,0.906636803,0.144918764,0.272727273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.202166065,0.066666667,2.29512E-05,0.858448605,0.176806077,0.818181818,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.194945848,0.066666667,0.000258033,0.809142094,0.484945003,0.727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.180505415,0,0.001508048,0.897206177,0.165139987,0.272727273,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0.270758123,0.466666667,0.001489279,0.832896562,0.145437257,0.636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.144404332,0.2,0.001378873,0.967935872,0.193165892,0.272727273,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0.288808664,0.2,0.005705085,0.885011402,0.373748725,0.545454545,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.393501805,0.466666667,0.005055389,0.885994211,0.342766303,0.454545455,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.577617329,0,0.000663443,0.842351369,0.255386556,0.454545455,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.649819495,0,0.008433809,0.943887776,0.121808795,0.090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.032490975,0.066666667,0.000220754,0.903166333,0.052960346,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,0.000108417,0.967935872,0.057338401,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.415162455,0,0.00229931,0.87327035,0.214417832,0.454545455,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.458483755,0,0.001676969,0.945891784,0.126382643,0.363636364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.108303249,0,0.008246119,0.967935872,0.155398713,0.272727273,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.187725632,0,0.00085961,0.92162102,0.080076043,0.363636364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.036101083,0.066666667,5.03227E-05,0.853421128,0.170986259,0.727272727,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.429602888,0,0.004717547,0.887342252,0.06273764,0.454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.285198556,0.2,0.000122896,0.848840538,0.344076745,0.454545455,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.205776173,0,1.79238E-05,0.922129974,0.182804503,0.272727273,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.299638989,0.2,0.001113899,0.914495658,0.272480978,0.454545455,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.314079422,0.066666667,0.162151906,0.893119572,0.43363289,0.636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.649819495,0,0.011570913,0.951903808,0.074144484,0.090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.285198556,0.066666667,0.002484852,0.943887776,0.189016219,0.363636364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.296028881,0.2,0.010686089,0.904553293,0.126246013,0.454545455,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.389891697,0.466666667,0.002778628,0.939758304,0.146603866,0.636363636,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.108303249,0,0.000637455,0.915124366,0.118391998,0.090909091,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.036101083,0.2,1.9041E-05,0.859772879,0.049429656,0.636363636,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.393501805,0.066666667,0.050664055,0.781563126,0.480394468,0.727272727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.433212996,0.2,0.000247638,0.873107918,0.330062541,0.545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
